"id";"date";"amount";"purpose";"counterparty_id";"article_id"
"t1542";"2026-03-12";"-13700";"Оплата коммунальных услуг за February 2026";"c12";"a12"
"t1543";"2026-03-12";"-6100";"Прохождение медицинских осмотров и обучение персонала (санминимум)";"c21";"a18"
"t1544";"2026-03-13";"5900";"Приход в кассу: выручка от реализации за 13.03.2026 (наличный расчёт)";"c2";"a2"
"t1545";"2026-03-13";"38470";"Зачисление эквайринга/СБП за 13.03.2026 (терминал №1)";"c3";"a3"
"t1546";"2026-03-13";"-10700";"Оплата молочной продукции по счёту №625 от 13.03.2026";"c6";"a6"
"t1547";"2026-03-13";"-9300";"Ремонт и техническое обслуживание кофемашины/кофемолки";"c20";"a17"
"t1548";"2026-03-14";"5880";"Приход в кассу: выручка от реализации за 14.03.2026 (наличный расчёт)";"c2";"a2"
"t1549";"2026-03-14";"38450";"Зачисление эквайринга/СБП за 14.03.2026 (терминал №1)";"c3";"a3"
"t1550";"2026-03-14";"-8800";"Оплата поставки выпечки по накладной №2219 от 14.03.2026";"c4";"a4"
"t1551";"2026-03-15";"4680";"Приход в кассу: выручка от реализации за 15.03.2026 (наличный расчёт)";"c2";"a2"
"t1552";"2026-03-15";"30640";"Зачисление эквайринга/СБП за 15.03.2026 (терминал №1)";"c3";"a3"
"t1553";"2026-03-15";"-2600";"Абонентская плата за интернет и связь, 03.2026";"c13";"a13"
"t1554";"2026-03-16";"4240";"Приход в кассу: выручка от реализации за 16.03.2026 (наличный расчёт)";"c2";"a2"
"t1555";"2026-03-16";"27800";"Зачисление эквайринга/СБП за 16.03.2026 (терминал №1)";"c3";"a3"
"t1556";"2026-03-16";"-8900";"Оплата поставки выпечки по накладной №2220 от 16.03.2026";"c4";"a4"
"t1557";"2026-03-17";"3870";"Приход в кассу: выручка от реализации за 17.03.2026 (наличный расчёт)";"c2";"a2"
"t1558";"2026-03-17";"25500";"Зачисление эквайринга/СБП за 17.03.2026 (терминал №1)";"c3";"a3"
"t1559";"2026-03-17";"-22000";"Оплата поставки кофе в зёрнах по счёту №1063 от 15.03.2026";"c10";"a10"
"t1560";"2026-03-17";"-11200";"Оплата молочной продукции по счёту №626 от 17.03.2026";"c6";"a6"
"t1561";"2026-03-18";"4850";"Приход в кассу: выручка от реализации за 18.03.2026 (наличный расчёт)";"c2";"a2"
"t1562";"2026-03-18";"32000";"Зачисление эквайринга/СБП за 18.03.2026 (терминал №1)";"c3";"a3"
"t1563";"2026-03-18";"-9000";"Оплата поставки выпечки по накладной №2221 от 18.03.2026";"c4";"a4"
"t1564";"2026-03-19";"4960";"Приход в кассу: выручка от реализации за 19.03.2026 (наличный расчёт)";"c2";"a2"
"t1565";"2026-03-19";"32780";"Зачисление эквайринга/СБП за 19.03.2026 (терминал №1)";"c3";"a3"
"t1566";"2026-03-20";"4890";"Приход в кассу: выручка от реализации за 20.03.2026 (наличный расчёт)";"c2";"a2"
"t1567";"2026-03-20";"32430";"Зачисление эквайринга/СБП за 20.03.2026 (терминал №1)";"c3";"a3"
"t1568";"2026-03-20";"-11400";"Оплата молочной продукции по счёту №627 от 20.03.2026";"c6";"a6"
"t1569";"2026-03-20";"-9600";"Оплата поставки выпечки по накладной №2222 от 20.03.2026";"c4";"a4"
"t1570";"2026-03-20";"-13700";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №332";"c11";"a11"
"t1571";"2026-03-20";"-6900";"Продвижение в соцсетях/таргетированная реклама, 03.2026";"c14";"a14"
"t1572";"2026-03-21";"5560";"Приход в кассу: выручка от реализации за 21.03.2026 (наличный расчёт)";"c2";"a2"
"t1573";"2026-03-21";"36920";"Зачисление эквайринга/СБП за 21.03.2026 (терминал №1)";"c3";"a3"
"t1574";"2026-03-22";"5340";"Приход в кассу: выручка от реализации за 22.03.2026 (наличный расчёт)";"c2";"a2"
"t1575";"2026-03-22";"35580";"Зачисление эквайринга/СБП за 22.03.2026 (терминал №1)";"c3";"a3"
"t1576";"2026-03-22";"-10200";"Оплата поставки выпечки по накладной №2223 от 22.03.2026";"c4";"a4"
"t1577";"2026-03-23";"4280";"Приход в кассу: выручка от реализации за 23.03.2026 (наличный расчёт)";"c2";"a2"
"t1578";"2026-03-23";"28560";"Зачисление эквайринга/СБП за 23.03.2026 (терминал №1)";"c3";"a3"
"t1579";"2026-03-24";"4030";"Приход в кассу: выручка от реализации за 24.03.2026 (наличный расчёт)";"c2";"a2"
"t1580";"2026-03-24";"26930";"Зачисление эквайринга/СБП за 24.03.2026 (терминал №1)";"c3";"a3"
"t1581";"2026-03-24";"-18700";"Оплата поставки кофе в зёрнах по счёту №1064 от 22.03.2026";"c10";"a10"
"t1582";"2026-03-24";"-11700";"Оплата молочной продукции по счёту №628 от 24.03.2026";"c6";"a6"
"t1583";"2026-03-24";"-9200";"Оплата поставки выпечки по накладной №2224 от 24.03.2026";"c4";"a4"
"t1584";"2026-03-25";"4790";"Приход в кассу: выручка от реализации за 25.03.2026 (наличный расчёт)";"c2";"a2"
"t1585";"2026-03-25";"32150";"Зачисление эквайринга/СБП за 25.03.2026 (терминал №1)";"c3";"a3"
"t1586";"2026-03-25";"-18200";"Аванс за March 2026";"c15";"a15"
"t1587";"2026-03-25";"-18200";"Аванс за March 2026";"c16";"a15"
"t1588";"2026-03-25";"-18200";"Аванс за March 2026";"c17";"a15"
"t1589";"2026-03-25";"-18200";"Аванс за March 2026";"c18";"a15"
"t1590";"2026-03-25";"-30200";"Выплата (изъятие) прибыли собственнику на личные нужды";"c1";"a20"
"t1591";"2026-03-26";"4530";"Приход в кассу: выручка от реализации за 26.03.2026 (наличный расчёт)";"c2";"a2"
"t1592";"2026-03-26";"30450";"Зачисление эквайринга/СБП за 26.03.2026 (терминал №1)";"c3";"a3"
"t1593";"2026-03-26";"-9400";"Оплата поставки выпечки по накладной №2225 от 26.03.2026";"c4";"a4"
"t1594";"2026-03-27";"5720";"Приход в кассу: выручка от реализации за 27.03.2026 (наличный расчёт)";"c2";"a2"
"t1595";"2026-03-27";"38530";"Зачисление эквайринга/СБП за 27.03.2026 (терминал №1)";"c3";"a3"
"t1596";"2026-03-27";"-12600";"Оплата молочной продукции по счёту №629 от 27.03.2026";"c6";"a6"
"t1597";"2026-03-28";"6180";"Приход в кассу: выручка от реализации за 28.03.2026 (наличный расчёт)";"c2";"a2"
"t1598";"2026-03-28";"41770";"Зачисление эквайринга/СБП за 28.03.2026 (терминал №1)";"c3";"a3"
"t1599";"2026-03-28";"-78500";"Уплата ЕНП: страховые взносы и НДФЛ за February 2026";"c19";"a16"
"t1600";"2026-03-28";"-9400";"Оплата поставки выпечки по накладной №2226 от 28.03.2026";"c4";"a4"
"t1601";"2026-03-29";"5050";"Приход в кассу: выручка от реализации за 29.03.2026 (наличный расчёт)";"c2";"a2"
"t1602";"2026-03-29";"34170";"Зачисление эквайринга/СБП за 29.03.2026 (терминал №1)";"c3";"a3"
"t1603";"2026-03-30";"4530";"Приход в кассу: выручка от реализации за 30.03.2026 (наличный расчёт)";"c2";"a2"
"t1604";"2026-03-30";"30740";"Зачисление эквайринга/СБП за 30.03.2026 (терминал №1)";"c3";"a3"
"t1605";"2026-03-30";"-9500";"Оплата поставки выпечки по накладной №2227 от 30.03.2026";"c4";"a4"
"t1606";"2026-03-31";"4340";"Приход в кассу: выручка от реализации за 31.03.2026 (наличный расчёт)";"c2";"a2"
"t1607";"2026-03-31";"29530";"Зачисление эквайринга/СБП за 31.03.2026 (терминал №1)";"c3";"a3"
"t1608";"2026-03-31";"-18400";"Оплата поставки кофе в зёрнах по счёту №1065 от 29.03.2026";"c10";"a10"
"t1609";"2026-03-31";"-12200";"Оплата молочной продукции по счёту №630 от 31.03.2026";"c6";"a6"
"t1610";"2026-04-01";"4510";"Приход в кассу: выручка от реализации за 01.04.2026 (наличный расчёт)";"c2";"a2"
"t1611";"2026-04-01";"30780";"Зачисление эквайринга/СБП за 01.04.2026 (терминал №1)";"c3";"a3"
"t1612";"2026-04-01";"-9800";"Оплата поставки выпечки по накладной №2228 от 01.04.2026";"c4";"a4"
"t1613";"2026-04-02";"4980";"Приход в кассу: выручка от реализации за 02.04.2026 (наличный расчёт)";"c2";"a2"
"t1614";"2026-04-02";"34040";"Зачисление эквайринга/СБП за 02.04.2026 (терминал №1)";"c3";"a3"
"t1615";"2026-04-03";"4820";"Приход в кассу: выручка от реализации за 03.04.2026 (наличный расчёт)";"c2";"a2"
"t1616";"2026-04-03";"33060";"Зачисление эквайринга/СБП за 03.04.2026 (терминал №1)";"c3";"a3"
"t1617";"2026-04-03";"-11300";"Оплата молочной продукции по счёту №631 от 03.04.2026";"c6";"a6"
"t1618";"2026-04-03";"-10600";"Оплата поставки выпечки по накладной №2229 от 03.04.2026";"c4";"a4"
"t1619";"2026-04-03";"-14000";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №333";"c11";"a11"
"t1620";"2026-04-03";"-3900";"Оплата подписки на кассовое ПО/CRM, 04.2026";"c7";"a7"
"t1621";"2026-04-04";"5640";"Приход в кассу: выручка от реализации за 04.04.2026 (наличный расчёт)";"c2";"a2"
"t1622";"2026-04-04";"38700";"Зачисление эквайринга/СБП за 04.04.2026 (терминал №1)";"c3";"a3"
"t1623";"2026-04-04";"-1990";"Абонентская плата за расчётно-кассовое обслуживание, 04.2026";"c8";"a8"
"t1624";"2026-04-05";"4540";"Приход в кассу: выручка от реализации за 05.04.2026 (наличный расчёт)";"c2";"a2"
"t1625";"2026-04-05";"31220";"Зачисление эквайринга/СБП за 05.04.2026 (терминал №1)";"c3";"a3"
"t1626";"2026-04-05";"-118800";"Оплата по договору аренды №14 от 01.02.2024 за 04.2026";"c9";"a9"
"t1627";"2026-04-05";"-9100";"Оплата поставки выпечки по накладной №2230 от 05.04.2026";"c4";"a4"
"t1628";"2026-04-06";"3650";"Приход в кассу: выручка от реализации за 06.04.2026 (наличный расчёт)";"c2";"a2"
"t1629";"2026-04-06";"25170";"Зачисление эквайринга/СБП за 06.04.2026 (терминал №1)";"c3";"a3"
"t1630";"2026-04-07";"4570";"Приход в кассу: выручка от реализации за 07.04.2026 (наличный расчёт)";"c2";"a2"
"t1631";"2026-04-07";"31640";"Зачисление эквайринга/СБП за 07.04.2026 (терминал №1)";"c3";"a3"
"t1632";"2026-04-07";"-19700";"Оплата поставки кофе в зёрнах по счёту №1066 от 05.04.2026";"c10";"a10"
"t1633";"2026-04-07";"-10900";"Оплата молочной продукции по счёту №632 от 07.04.2026";"c6";"a6"
"t1634";"2026-04-07";"-10000";"Оплата поставки выпечки по накладной №2231 от 07.04.2026";"c4";"a4"
"t1635";"2026-04-08";"5140";"Приход в кассу: выручка от реализации за 08.04.2026 (наличный расчёт)";"c2";"a2"
"t1636";"2026-04-08";"35630";"Зачисление эквайринга/СБП за 08.04.2026 (терминал №1)";"c3";"a3"
"t1637";"2026-04-09";"4570";"Приход в кассу: выручка от реализации за 09.04.2026 (наличный расчёт)";"c2";"a2"
"t1638";"2026-04-09";"31730";"Зачисление эквайринга/СБП за 09.04.2026 (терминал №1)";"c3";"a3"
"t1639";"2026-04-09";"-10400";"Оплата поставки выпечки по накладной №2232 от 09.04.2026";"c4";"a4"
"t1640";"2026-04-10";"5290";"Приход в кассу: выручка от реализации за 10.04.2026 (наличный расчёт)";"c2";"a2"
"t1641";"2026-04-10";"36890";"Зачисление эквайринга/СБП за 10.04.2026 (терминал №1)";"c3";"a3"
"t1642";"2026-04-10";"-27200";"Заработная плата за March 2026 (окончательный расчёт)";"c15";"a15"
"t1643";"2026-04-10";"-27200";"Заработная плата за March 2026 (окончательный расчёт)";"c16";"a15"
"t1644";"2026-04-10";"-27200";"Заработная плата за March 2026 (окончательный расчёт)";"c17";"a15"
"t1645";"2026-04-10";"-27200";"Заработная плата за March 2026 (окончательный расчёт)";"c18";"a15"
"t1646";"2026-04-10";"-12800";"Оплата молочной продукции по счёту №633 от 10.04.2026";"c6";"a6"
"t1647";"2026-04-11";"5520";"Приход в кассу: выручка от реализации за 11.04.2026 (наличный расчёт)";"c2";"a2"
"t1648";"2026-04-11";"38570";"Зачисление эквайринга/СБП за 11.04.2026 (терминал №1)";"c3";"a3"
"t1649";"2026-04-11";"-10000";"Оплата поставки выпечки по накладной №2233 от 11.04.2026";"c4";"a4"
"t1650";"2026-04-12";"4380";"Приход в кассу: выручка от реализации за 12.04.2026 (наличный расчёт)";"c2";"a2"
"t1651";"2026-04-12";"30690";"Зачисление эквайринга/СБП за 12.04.2026 (терминал №1)";"c3";"a3"
"t1652";"2026-04-12";"-14800";"Оплата коммунальных услуг за March 2026";"c12";"a12"
"t1653";"2026-04-13";"4310";"Приход в кассу: выручка от реализации за 13.04.2026 (наличный расчёт)";"c2";"a2"
"t1654";"2026-04-13";"30220";"Зачисление эквайринга/СБП за 13.04.2026 (терминал №1)";"c3";"a3"
"t1655";"2026-04-13";"-10400";"Оплата поставки выпечки по накладной №2234 от 13.04.2026";"c4";"a4"
"t1656";"2026-04-14";"3710";"Приход в кассу: выручка от реализации за 14.04.2026 (наличный расчёт)";"c2";"a2"
"t1657";"2026-04-14";"26110";"Зачисление эквайринга/СБП за 14.04.2026 (терминал №1)";"c3";"a3"
"t1658";"2026-04-14";"-19100";"Оплата поставки кофе в зёрнах по счёту №1067 от 12.04.2026";"c10";"a10"
"t1659";"2026-04-14";"-11300";"Оплата молочной продукции по счёту №634 от 14.04.2026";"c6";"a6"
"t1660";"2026-04-15";"3990";"Приход в кассу: выручка от реализации за 15.04.2026 (наличный расчёт)";"c2";"a2"
"t1661";"2026-04-15";"28120";"Зачисление эквайринга/СБП за 15.04.2026 (терминал №1)";"c3";"a3"
"t1662";"2026-04-15";"-10200";"Оплата поставки выпечки по накладной №2235 от 15.04.2026";"c4";"a4"
"t1663";"2026-04-15";"-2600";"Абонентская плата за интернет и связь, 04.2026";"c13";"a13"
"t1664";"2026-04-16";"4400";"Приход в кассу: выручка от реализации за 16.04.2026 (наличный расчёт)";"c2";"a2"
"t1665";"2026-04-16";"31120";"Зачисление эквайринга/СБП за 16.04.2026 (терминал №1)";"c3";"a3"
"t1666";"2026-04-17";"4840";"Приход в кассу: выручка от реализации за 17.04.2026 (наличный расчёт)";"c2";"a2"
"t1667";"2026-04-17";"34300";"Зачисление эквайринга/СБП за 17.04.2026 (терминал №1)";"c3";"a3"
"t1668";"2026-04-17";"-12100";"Оплата молочной продукции по счёту №635 от 17.04.2026";"c6";"a6"
"t1669";"2026-04-17";"-8900";"Оплата поставки выпечки по накладной №2236 от 17.04.2026";"c4";"a4"
"t1670";"2026-04-17";"-14900";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №334";"c11";"a11"
"t1671";"2026-04-18";"4940";"Приход в кассу: выручка от реализации за 18.04.2026 (наличный расчёт)";"c2";"a2"
"t1672";"2026-04-18";"35090";"Зачисление эквайринга/СБП за 18.04.2026 (терминал №1)";"c3";"a3"
"t1673";"2026-04-19";"4750";"Приход в кассу: выручка от реализации за 19.04.2026 (наличный расчёт)";"c2";"a2"
"t1674";"2026-04-19";"33850";"Зачисление эквайринга/СБП за 19.04.2026 (терминал №1)";"c3";"a3"
"t1675";"2026-04-19";"-9500";"Оплата поставки выпечки по накладной №2237 от 19.04.2026";"c4";"a4"
"t1676";"2026-04-20";"4290";"Приход в кассу: выручка от реализации за 20.04.2026 (наличный расчёт)";"c2";"a2"
"t1677";"2026-04-20";"30630";"Зачисление эквайринга/СБП за 20.04.2026 (терминал №1)";"c3";"a3"
"t1678";"2026-04-20";"-11500";"Продвижение в соцсетях/таргетированная реклама, 04.2026";"c14";"a14"
"t1679";"2026-04-21";"3820";"Приход в кассу: выручка от реализации за 21.04.2026 (наличный расчёт)";"c2";"a2"
"t1680";"2026-04-21";"27360";"Зачисление эквайринга/СБП за 21.04.2026 (терминал №1)";"c3";"a3"
"t1681";"2026-04-21";"-21400";"Оплата поставки кофе в зёрнах по счёту №1068 от 19.04.2026";"c10";"a10"
"t1682";"2026-04-21";"-11200";"Оплата молочной продукции по счёту №636 от 21.04.2026";"c6";"a6"
"t1683";"2026-04-21";"-9900";"Оплата поставки выпечки по накладной №2238 от 21.04.2026";"c4";"a4"
"t1684";"2026-04-22";"4810";"Приход в кассу: выручка от реализации за 22.04.2026 (наличный расчёт)";"c2";"a2"
"t1685";"2026-04-22";"34560";"Зачисление эквайринга/СБП за 22.04.2026 (терминал №1)";"c3";"a3"
"t1686";"2026-04-23";"4650";"Приход в кассу: выручка от реализации за 23.04.2026 (наличный расчёт)";"c2";"a2"
"t1687";"2026-04-23";"33480";"Зачисление эквайринга/СБП за 23.04.2026 (терминал №1)";"c3";"a3"
"t1688";"2026-04-23";"-8900";"Оплата поставки выпечки по накладной №2239 от 23.04.2026";"c4";"a4"
"t1689";"2026-04-24";"4500";"Приход в кассу: выручка от реализации за 24.04.2026 (наличный расчёт)";"c2";"a2"
"t1690";"2026-04-24";"32450";"Зачисление эквайринга/СБП за 24.04.2026 (терминал №1)";"c3";"a3"
"t1691";"2026-04-24";"-11000";"Оплата молочной продукции по счёту №637 от 24.04.2026";"c6";"a6"
"t1692";"2026-04-25";"5400";"Приход в кассу: выручка от реализации за 25.04.2026 (наличный расчёт)";"c2";"a2"
"t1693";"2026-04-25";"39080";"Зачисление эквайринга/СБП за 25.04.2026 (терминал №1)";"c3";"a3"
"t1694";"2026-04-25";"-18200";"Аванс за April 2026";"c15";"a15"
"t1695";"2026-04-25";"-18200";"Аванс за April 2026";"c16";"a15"
"t1696";"2026-04-25";"-18200";"Аванс за April 2026";"c17";"a15"
"t1697";"2026-04-25";"-18200";"Аванс за April 2026";"c18";"a15"
"t1698";"2026-04-25";"-8800";"Оплата поставки выпечки по накладной №2240 от 25.04.2026";"c4";"a4"
"t1699";"2026-04-26";"5100";"Приход в кассу: выручка от реализации за 26.04.2026 (наличный расчёт)";"c2";"a2"
"t1700";"2026-04-26";"36980";"Зачисление эквайринга/СБП за 26.04.2026 (терминал №1)";"c3";"a3"
"t1701";"2026-04-26";"-31300";"Выплата (изъятие) прибыли собственнику на личные нужды";"c1";"a20"
"t1702";"2026-04-27";"3750";"Приход в кассу: выручка от реализации за 27.04.2026 (наличный расчёт)";"c2";"a2"
"t1703";"2026-04-27";"27300";"Зачисление эквайринга/СБП за 27.04.2026 (терминал №1)";"c3";"a3"
"t1704";"2026-04-27";"-9100";"Оплата поставки выпечки по накладной №2241 от 27.04.2026";"c4";"a4"
"t1705";"2026-04-27";"-190700";"Уплата авансового платежа по УСН (доходы) за 01.01.2026–31.03.2026";"c19";"a19"
"t1706";"2026-04-28";"3930";"Приход в кассу: выручка от реализации за 28.04.2026 (наличный расчёт)";"c2";"a2"
"t1707";"2026-04-28";"28660";"Зачисление эквайринга/СБП за 28.04.2026 (терминал №1)";"c3";"a3"
"t1708";"2026-04-28";"-78500";"Уплата ЕНП: страховые взносы и НДФЛ за March 2026";"c19";"a16"
"t1709";"2026-04-28";"-20300";"Оплата поставки кофе в зёрнах по счёту №1069 от 26.04.2026";"c10";"a10"
"t1710";"2026-04-28";"-11100";"Оплата молочной продукции по счёту №638 от 28.04.2026";"c6";"a6"
"t1711";"2026-04-29";"4650";"Приход в кассу: выручка от реализации за 29.04.2026 (наличный расчёт)";"c2";"a2"
"t1712";"2026-04-29";"34010";"Зачисление эквайринга/СБП за 29.04.2026 (терминал №1)";"c3";"a3"
"t1713";"2026-04-29";"-9800";"Оплата поставки выпечки по накладной №2242 от 29.04.2026";"c4";"a4"
"t1714";"2026-04-30";"4000";"Приход в кассу: выручка от реализации за 30.04.2026 (наличный расчёт)";"c2";"a2"
"t1715";"2026-04-30";"29320";"Зачисление эквайринга/СБП за 30.04.2026 (терминал №1)";"c3";"a3"
"t1716";"2026-05-01";"4680";"Приход в кассу: выручка от реализации за 01.05.2026 (наличный расчёт)";"c2";"a2"
"t1717";"2026-05-01";"34370";"Зачисление эквайринга/СБП за 01.05.2026 (терминал №1)";"c3";"a3"
"t1718";"2026-05-01";"-12500";"Оплата молочной продукции по счёту №639 от 01.05.2026";"c6";"a6"
"t1719";"2026-05-01";"-9700";"Оплата поставки выпечки по накладной №2243 от 01.05.2026";"c4";"a4"
"t1720";"2026-05-01";"-15300";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №335";"c11";"a11"
"t1721";"2026-05-02";"4990";"Приход в кассу: выручка от реализации за 02.05.2026 (наличный расчёт)";"c2";"a2"
"t1722";"2026-05-02";"36770";"Зачисление эквайринга/СБП за 02.05.2026 (терминал №1)";"c3";"a3"
"t1723";"2026-05-03";"5150";"Приход в кассу: выручка от реализации за 03.05.2026 (наличный расчёт)";"c2";"a2"
"t1724";"2026-05-03";"37980";"Зачисление эквайринга/СБП за 03.05.2026 (терминал №1)";"c3";"a3"
"t1725";"2026-05-03";"-10400";"Оплата поставки выпечки по накладной №2244 от 03.05.2026";"c4";"a4"
"t1726";"2026-05-03";"-3900";"Оплата подписки на кассовое ПО/CRM, 05.2026";"c7";"a7"
"t1727";"2026-05-04";"4080";"Приход в кассу: выручка от реализации за 04.05.2026 (наличный расчёт)";"c2";"a2"
"t1728";"2026-05-04";"30200";"Зачисление эквайринга/СБП за 04.05.2026 (терминал №1)";"c3";"a3"
"t1729";"2026-05-04";"-1990";"Абонентская плата за расчётно-кассовое обслуживание, 05.2026";"c8";"a8"
"t1730";"2026-05-05";"4520";"Приход в кассу: выручка от реализации за 05.05.2026 (наличный расчёт)";"c2";"a2"
"t1731";"2026-05-05";"33570";"Зачисление эквайринга/СБП за 05.05.2026 (терминал №1)";"c3";"a3"
"t1732";"2026-05-05";"-118800";"Оплата по договору аренды №14 от 01.02.2024 за 05.2026";"c9";"a9"
"t1733";"2026-05-05";"-21900";"Оплата поставки кофе в зёрнах по счёту №1070 от 03.05.2026";"c10";"a10"
"t1734";"2026-05-05";"-12200";"Оплата молочной продукции по счёту №640 от 05.05.2026";"c6";"a6"
"t1735";"2026-05-05";"-9900";"Оплата поставки выпечки по накладной №2245 от 05.05.2026";"c4";"a4"
"t1736";"2026-05-06";"3960";"Приход в кассу: выручка от реализации за 06.05.2026 (наличный расчёт)";"c2";"a2"
"t1737";"2026-05-06";"29420";"Зачисление эквайринга/СБП за 06.05.2026 (терминал №1)";"c3";"a3"
"t1738";"2026-05-07";"4680";"Приход в кассу: выручка от реализации за 07.05.2026 (наличный расчёт)";"c2";"a2"
"t1739";"2026-05-07";"34870";"Зачисление эквайринга/СБП за 07.05.2026 (терминал №1)";"c3";"a3"
"t1740";"2026-05-07";"-10500";"Оплата поставки выпечки по накладной №2246 от 07.05.2026";"c4";"a4"
"t1741";"2026-05-08";"5320";"Приход в кассу: выручка от реализации за 08.05.2026 (наличный расчёт)";"c2";"a2"
"t1742";"2026-05-08";"39790";"Зачисление эквайринга/СБП за 08.05.2026 (терминал №1)";"c3";"a3"
"t1743";"2026-05-08";"-11800";"Оплата молочной продукции по счёту №641 от 08.05.2026";"c6";"a6"
"t1744";"2026-05-09";"6650";"Приход в кассу: выручка от реализации за 09.05.2026 (наличный расчёт)";"c2";"a2"
"t1745";"2026-05-09";"49870";"Зачисление эквайринга/СБП за 09.05.2026 (терминал №1)";"c3";"a3"
"t1746";"2026-05-09";"-9000";"Оплата поставки выпечки по накладной №2247 от 09.05.2026";"c4";"a4"
"t1747";"2026-05-10";"4710";"Приход в кассу: выручка от реализации за 10.05.2026 (наличный расчёт)";"c2";"a2"
"t1748";"2026-05-10";"35390";"Зачисление эквайринга/СБП за 10.05.2026 (терминал №1)";"c3";"a3"
"t1749";"2026-05-10";"-27200";"Заработная плата за April 2026 (окончательный расчёт)";"c15";"a15"
"t1750";"2026-05-10";"-27200";"Заработная плата за April 2026 (окончательный расчёт)";"c16";"a15"
"t1751";"2026-05-10";"-27200";"Заработная плата за April 2026 (окончательный расчёт)";"c17";"a15"
"t1752";"2026-05-10";"-27200";"Заработная плата за April 2026 (окончательный расчёт)";"c18";"a15"
"t1753";"2026-05-10";"-13800";"Ремонт и техническое обслуживание кофемашины/кофемолки";"c20";"a17"
"t1754";"2026-05-11";"4190";"Приход в кассу: выручка от реализации за 11.05.2026 (наличный расчёт)";"c2";"a2"
"t1755";"2026-05-11";"31580";"Зачисление эквайринга/СБП за 11.05.2026 (терминал №1)";"c3";"a3"
"t1756";"2026-05-11";"-9900";"Оплата поставки выпечки по накладной №2248 от 11.05.2026";"c4";"a4"
"t1757";"2026-05-12";"3660";"Приход в кассу: выручка от реализации за 12.05.2026 (наличный расчёт)";"c2";"a2"
"t1758";"2026-05-12";"27680";"Зачисление эквайринга/СБП за 12.05.2026 (терминал №1)";"c3";"a3"
"t1759";"2026-05-12";"-22600";"Оплата поставки кофе в зёрнах по счёту №1071 от 10.05.2026";"c10";"a10"
"t1760";"2026-05-12";"-12100";"Оплата молочной продукции по счёту №642 от 12.05.2026";"c6";"a6"
"t1761";"2026-05-12";"-14800";"Оплата коммунальных услуг за April 2026";"c12";"a12"
"t1762";"2026-05-13";"4320";"Приход в кассу: выручка от реализации за 13.05.2026 (наличный расчёт)";"c2";"a2"
"t1763";"2026-05-13";"32730";"Зачисление эквайринга/СБП за 13.05.2026 (терминал №1)";"c3";"a3"
"t1764";"2026-05-13";"-9000";"Оплата поставки выпечки по накладной №2249 от 13.05.2026";"c4";"a4"
"t1765";"2026-05-14";"4050";"Приход в кассу: выручка от реализации за 14.05.2026 (наличный расчёт)";"c2";"a2"
"t1766";"2026-05-14";"30730";"Зачисление эквайринга/СБП за 14.05.2026 (терминал №1)";"c3";"a3"
"t1767";"2026-05-15";"4670";"Приход в кассу: выручка от реализации за 15.05.2026 (наличный расчёт)";"c2";"a2"
"t1768";"2026-05-15";"35580";"Зачисление эквайринга/СБП за 15.05.2026 (терминал №1)";"c3";"a3"
"t1769";"2026-05-15";"-11900";"Оплата молочной продукции по счёту №643 от 15.05.2026";"c6";"a6"
"t1770";"2026-05-15";"-9300";"Оплата поставки выпечки по накладной №2250 от 15.05.2026";"c4";"a4"
"t1771";"2026-05-15";"-15000";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №336";"c11";"a11"
"t1772";"2026-05-15";"-2600";"Абонентская плата за интернет и связь, 05.2026";"c13";"a13"
"t1773";"2026-05-16";"5830";"Приход в кассу: выручка от реализации за 16.05.2026 (наличный расчёт)";"c2";"a2"
"t1774";"2026-05-16";"44510";"Зачисление эквайринга/СБП за 16.05.2026 (терминал №1)";"c3";"a3"
"t1775";"2026-05-17";"4820";"Приход в кассу: выручка от реализации за 17.05.2026 (наличный расчёт)";"c2";"a2"
"t1776";"2026-05-17";"36910";"Зачисление эквайринга/СБП за 17.05.2026 (терминал №1)";"c3";"a3"
"t1777";"2026-05-17";"-10600";"Оплата поставки выпечки по накладной №2251 от 17.05.2026";"c4";"a4"
"t1778";"2026-05-18";"4130";"Приход в кассу: выручка от реализации за 18.05.2026 (наличный расчёт)";"c2";"a2"
"t1779";"2026-05-18";"31670";"Зачисление эквайринга/СБП за 18.05.2026 (терминал №1)";"c3";"a3"
"t1780";"2026-05-19";"4050";"Приход в кассу: выручка от реализации за 19.05.2026 (наличный расчёт)";"c2";"a2"
"t1781";"2026-05-19";"31130";"Зачисление эквайринга/СБП за 19.05.2026 (терминал №1)";"c3";"a3"
"t1782";"2026-05-19";"-22500";"Оплата поставки кофе в зёрнах по счёту №1072 от 17.05.2026";"c10";"a10"
"t1783";"2026-05-19";"-12100";"Оплата молочной продукции по счёту №644 от 19.05.2026";"c6";"a6"
"t1784";"2026-05-19";"-10700";"Оплата поставки выпечки по накладной №2252 от 19.05.2026";"c4";"a4"
"t1785";"2026-05-20";"3750";"Приход в кассу: выручка от реализации за 20.05.2026 (наличный расчёт)";"c2";"a2"
